question,answer
전자공학과 수시 1차 특성화고 전형의 예비번호는 어디까지 빠졌나요?,78번까지 빠졌습니다.
전자공학과 수시 2차 일반고 전형의 경쟁률은 어떻게 되나요?,"총 모집인원은 18명, 지원인원은 137명으로, 경쟁률은 7.6:1 이었습니다."
"전자공학과 수시 2차 일반고 전형의 최고, 최저, 평균 성적은 어떻게 되나요?","최고 2.0, 최저 4.3, 평균은 3.6 이었습니다."
전자공학과 수시 2차 일반고 전형의 예비번호는 어디까지 빠졌나요?,40번까지 빠졌습니다.
전자공학과 수시 2차 특성화고 전형의 경쟁률은 어떻게 되나요?,"총 모집인원은 17명, 지원인원은 92명으로, 경쟁률은 5.4:1 이었습니다."
"전자공학과 수시 2차 특성화고 전형의 최고, 최저, 평균 성적은 어떻게 되나요?","최고 1.8, 최저 2.8 평균은 2.5 이었습니다."
전자공학과 수시 2차 특성화고 전형의 예비번호는 어디까지 빠졌나요?,13번까지 빠졌습니다.
전자공학과 수시 2차 농어촌 전형의 경쟁률은 어떻게 되나요?,"총 모집인원은 1명, 지원인원은 2명으로, 경쟁률은 2:1 이었습니다."
"전자공학과 수시 2차 농어촌 전형의 최고, 최저, 평균 성적은 어떻게 되나요?","모집인원이 1명이었기 때문에 최고, 최저, 평균 모두 5.4 이었습니다."
전자공학과 수시 2차 농어촌 전형의 예비번호는 어디까지 빠졌나요?,예비번호가 없었습니다.
전자공학과 수시 2차 수급자 전형의 경쟁률은 어떻게 되나요?,"총 모집인원은 3명, 지원인원은 7명으로, 경쟁률은 2.3:1 이었습니다."
"전자공학과 수시 2차 수급자 전형의 최고, 최저, 평균 성적은 어떻게 되나요?","최고 3.9, 최저 4.0, 평균 3.9 이었습니다."
전자공학과 수시 2차 수급자 전형의 예비번호는 어디까지 빠졌나요?,1번까지 빠졌습니다.
전자공학과 정시 전형의 경쟁률은 어떻게 되나요?,"총 모집인원은 12명, 지원인원은 174명으로, 경쟁률은 14.5:1 이었습니다."
"전자공학과 정시 전형의 최고, 최저, 평균 성적은 어떻게 되나요?","최고 171, 최저 140, 평균은 151 이었습니다."
전자공학과 정시 전형의 예비번호는 어디까지 빠졌나요?,50번까지 빠졌습니다.
전자공학과 정시 전형 농어촌 전형의 경쟁률은 어떻게 되나요?,"총 모집인원은 1명, 지원인원은 2명으로, 경쟁률은 2:1 이었습니다."
"전자공학과 정시 전형 농어촌 전형의 최고, 최저, 평균 성적은 어떻게 되나요?",공개된 데이터가 없습니다.
전자공학과 정시 전형 농어촌 전형의 예비번호는 어디까지 빠졌나요?,공개된 데이터가 없습니다.
전자공학과 정시 전형 수급자 전형의 경쟁률은 어떻게 되나요?,"총 모집인원은 1명, 지원인원은 4명으로, 경쟁률은 4:1 이었습니다."
"전자공학과 정시 전형 수급자 전형의 최고, 최저, 평균 성적은 어떻게 되나요?","모집인원이 1명이었기 때문에 최고, 최저, 평균 모두 90 이었습니다."
전자공학과 정시 전형 수급자 전형의 예비번호는 어디까지 빠졌나요?,예비번호가 없었습니다.
컴퓨터시스템공학과 수시 1차 일반고 전형의 경쟁률은 어떻게 되나요?,"총 모집인원은 40명, 지원인원은 248명으로, 경쟁률은 6.2:1 이었습니다."
"컴퓨터시스템공학과 수시 1차 일반고 전형의 최고, 최저, 평균 성적은 어떻게 되나요?","최고 3.1, 최저 4.9, 평균은 4.3 이었습니다."
컴퓨터시스템공학과 수시 1차 일반고 전형의 예비번호는 어디까지 빠졌나요?,99번까지 빠졌습니다.
컴퓨터시스템공학과 수시 1차 특성화고 전형의 경쟁률은 어떻게 되나요?,"총 모집인원은 17명, 지원인원은 101명으로, 경쟁률은 5.9:1 이었습니다."
"컴퓨터시스템공학과 수시 1차 특성화고 전형의 최고, 최저, 평균 성적은 어떻게 되나요?","최고 2.2, 최저 3.3, 평균은 2.9 이었습니다."
컴퓨터시스템공학과 수시 1차 특성화고 전형의 예비번호는 어디까지 빠졌나요?,35번까지 빠졌습니다.
컴퓨터시스템공학과 수시 2차 일반고 전형의 경쟁률은 어떻게 되나요?,"총 모집인원은 20명, 지원인원은 106명으로, 경쟁률은 5.3:1 이었습니다."
"컴퓨터시스템공학과 수시 2차 일반고 전형의 최고, 최저, 평균 성적은 어떻게 되나요?","최고 3.0, 최저 4.8, 평균은 4.0 이었습니다."
컴퓨터시스템공학과 수시 2차 일반고 전형의 예비번호는 어디까지 빠졌나요?,46번까지 빠졌습니다.
컴퓨터시스템공학과 수시 2차 특성화고 전형의 경쟁률은 어떻게 되나요?,"총 모집인원은 9명, 지원인원은 43명으로, 경쟁률은 4.8:1 이었습니다."
"컴퓨터시스템공학과 수시 2차 특성화고 전형의 최고, 최저, 평균 성적은 어떻게 되나요?","최고 1.8, 최저 3.3 평균은 2.8 이었습니다."
컴퓨터시스템공학과 수시 2차 특성화고 전형의 예비번호는 어디까지 빠졌나요?,19번까지 빠졌습니다.
컴퓨터시스템공학과 수시 2차 농어촌 전형의 경쟁률은 어떻게 되나요?,"총 모집인원은 1명, 지원인원은 1명으로, 경쟁률은 1:1 이었습니다."
"컴퓨터시스템공학과 수시 2차 농어촌 전형의 최고, 최저, 평균 성적은 어떻게 되나요?","모집인원이 1명이었기 때문에 최고, 최저, 평균 모두 6.0 이었습니다."
컴퓨터시스템공학과 수시 2차 농어촌 전형의 예비번호는 어디까지 빠졌나요?,예비번호가 없었습니다.
컴퓨터시스템공학과 수시 2차 수급자 전형의 경쟁률은 어떻게 되나요?,"총 모집인원은 2명, 지원인원은 5명으로, 경쟁률은 2.5:1 이었습니다."
"컴퓨터시스템공학과 수시 2차 수급자 전형의 최고, 최저, 평균 성적은 어떻게 되나요?","최고 3.6, 최저 4.0, 평균 3.8 이었습니다."
컴퓨터시스템공학과 수시 2차 수급자 전형의 예비번호는 어디까지 빠졌나요?,예비번호가 없었습니다.
컴퓨터시스템공학과 정시 전형의 경쟁률은 어떻게 되나요?,"총 모집인원은 9명, 지원인원은 162명으로, 경쟁률은 18:1 이었습니다."
"컴퓨터시스템공학과 정시 전형의 최고, 최저, 평균 성적은 어떻게 되나요?","최고 173, 최저 143, 평균은 151 이었습니다."
컴퓨터시스템공학과 정시 전형의 예비번호는 어디까지 빠졌나요?,49번까지 빠졌습니다.
컴퓨터시스템공학과 정시 전형 농어촌 전형의 경쟁률은 어떻게 되나요?,"총 모집인원은 1명, 지원인원은 2명으로, 경쟁률은 2:1 이었습니다."
"컴퓨터시스템공학과 정시 전형 농어촌 전형의 최고, 최저, 평균 성적은 어떻게 되나요?",공개된 데이터가 없습니다.
컴퓨터시스템공학과 정시 전형 농어촌 전형의 예비번호는 어디까지 빠졌나요?,공개된 데이터가 없습니다.
컴퓨터시스템공학과 정시 전형 수급자 전형의 경쟁률은 어떻게 되나요?,"총 모집인원은 1명, 지원인원은 4명으로, 경쟁률은 4:1 이었습니다."
"컴퓨터시스템공학과 정시 전형 수급자 전형의 최고, 최저, 평균 성적은 어떻게 되나요?","모집인원이 1명이었기 때문에 최고, 최저, 평균 모두 35 이었습니다."
컴퓨터시스템공학과 정시 전형 수급자 전형의 예비번호는 어디까지 빠졌나요?,예비번호가 없었습니다.
건설환경공학과 수시 1차 일반고 전형의 경쟁률은 어떻게 되나요?,"총 모집인원은 43명, 지원인원은 318명으로, 경쟁률은 7.4:1 이었습니다."
"건설환경공학과 수시 1차 일반고 전형의 최고, 최저, 평균 성적은 어떻게 되나요?","최고 4.0, 최저 6.2, 평균은 5.4 이었습니다."
건설환경공학과 수시 1차 일반고 전형의 예비번호는 어디까지 빠졌나요?,112번까지 빠졌습니다.
건설환경공학과 수시 1차 특성화고 전형의 경쟁률은 어떻게 되나요?,"총 모집인원은 20명, 지원인원은 117명으로, 경쟁률은 5.9:1 이었습니다."
"건설환경공학과 수시 1차 특성화고 전형의 최고, 최저, 평균 성적은 어떻게 되나요?","최고 1.7, 최저 3.9, 평균은 3.1 이었습니다."
건설환경공학과 수시 1차 특성화고 전형의 예비번호는 어디까지 빠졌나요?,28번까지 빠졌습니다.
건설환경공학과 수시 2차 일반고 전형의 경쟁률은 어떻게 되나요?,"총 모집인원은 23명, 지원인원은 117명으로, 경쟁률은 5.1:1 이었습니다."
"건설환경공학과 수시 2차 일반고 전형의 최고, 최저, 평균 성적은 어떻게 되나요?","최고 3.9, 최저 6.1, 평균은 5.4 이었습니다."
건설환경공학과 수시 2차 일반고 전형의 예비번호는 어디까지 빠졌나요?,54번까지 빠졌습니다.
건설환경공학과 수시 2차 특성화고 전형의 경쟁률은 어떻게 되나요?,"총 모집인원은 10명, 지원인원은 32명으로, 경쟁률은 3.2:1 이었습니다."
"건설환경공학과 수시 2차 특성화고 전형의 최고, 최저, 평균 성적은 어떻게 되나요?","최고 3.0, 최저 4.1 평균은 3.6 이었습니다."
건설환경공학과 수시 2차 특성화고 전형의 예비번호는 어디까지 빠졌나요?,7번까지 빠졌습니다.
건설환경공학과 수시 2차 농어촌 전형의 경쟁률은 어떻게 되나요?,"총 모집인원은 1명, 지원인원은 2명으로, 경쟁률은 2:1 이었습니다."
"건설환경공학과 수시 2차 농어촌 전형의 최고, 최저, 평균 성적은 어떻게 되나요?",공개된 데이터가 없습니다.
건설환경공학과 수시 2차 농어촌 전형의 예비번호는 어디까지 빠졌나요?,공개된 데이터가 없습니다.
건설환경공학과 수시 2차 수급자 전형의 경쟁률은 어떻게 되나요?,"총 모집인원은 3명, 지원인원은 5명으로, 경쟁률은 1.7:1 이었습니다."
"건설환경공학과 수시 2차 수급자 전형의 최고, 최저, 평균 성적은 어떻게 되나요?","최고 3.6, 최저 4.2, 평균 4.0 이었습니다."
건설환경공학과 수시 2차 수급자 전형의 예비번호는 어디까지 빠졌나요?,예비번호가 없었습니다.
건설환경공학과 정시 전형의 경쟁률은 어떻게 되나요?,"총 모집인원은 11명, 지원인원은 138명으로, 경쟁률은 12.5:1 이었습니다."
"건설환경공학과 정시 전형의 최고, 최저, 평균 성적은 어떻게 되나요?","최고 142, 최저 114, 평균은 124 이었습니다."
건설환경공학과 정시 전형의 예비번호는 어디까지 빠졌나요?,32번까지 빠졌습니다.
건설환경공학과 정시 전형 농어촌 전형의 경쟁률은 어떻게 되나요?,"총 모집인원은 1명, 지원인원은 1명으로, 경쟁률은 1:1 이었습니다."
"건설환경공학과 정시 전형 농어촌 전형의 최고, 최저, 평균 성적은 어떻게 되나요?","모집인원이 1명이었기 때문에 최고, 최저, 평균 모두 125 이었습니다."
건설환경공학과 정시 전형 농어촌 전형의 예비번호는 어디까지 빠졌나요?,예비번호가 없었습니다.
건설환경공학과 정시 전형 수급자 전형의 경쟁률은 어떻게 되나요?,"총 모집인원은 1명, 지원인원은 2명으로, 경쟁률은 2:1 이었습니다."
"건설환경공학과 정시 전형 수급자 전형의 최고, 최저, 평균 성적은 어떻게 되나요?","모집인원이 1명이었기 때문에 최고, 최저, 평균 모두 47 이었습니다."
건설환경공학과 정시 전형 수급자 전형의 예비번호는 어디까지 빠졌나요?,예비번호가 없었습니다.
공간정보빅데이터학과 수시 1차 일반고 전형의 경쟁률은 어떻게 되나요?,"총 모집인원은 32명, 지원인원은 150명으로, 경쟁률은 4.7:1 이었습니다."
"공간정보빅데이터학과 수시 1차 일반고 전형의 최고, 최저, 평균 성적은 어떻게 되나요?","최고 3.6, 최저 5.7, 평균은 4.9 이었습니다."
공간정보빅데이터학과 수시 1차 일반고 전형의 예비번호는 어디까지 빠졌나요?,61번까지 빠졌습니다.
공간정보빅데이터학과 수시 1차 특성화고 전형의 경쟁률은 어떻게 되나요?,"총 모집인원은 13명, 지원인원은 39명으로, 경쟁률은 3:1 이었습니다."
"공간정보빅데이터학과 수시 1차 특성화고 전형의 최고, 최저, 평균 성적은 어떻게 되나요?","최고 2.8, 최저 4.8, 평균은 3.6 이었습니다."
공간정보빅데이터학과 수시 1차 특성화고 전형의 예비번호는 어디까지 빠졌나요?,15번까지 빠졌습니다.
공간정보빅데이터학과 수시 2차 일반고 전형의 경쟁률은 어떻게 되나요?,"총 모집인원은 16명, 지원인원은 74명으로, 경쟁률은 4.6:1 이었습니다."
"공간정보빅데이터학과 수시 2차 일반고 전형의 최고, 최저, 평균 성적은 어떻게 되나요?","최고 2.9, 최저 5.3, 평균은 4.6 이었습니다."
공간정보빅데이터학과 수시 2차 일반고 전형의 예비번호는 어디까지 빠졌나요?,24번까지 빠졌습니다.
공간정보빅데이터학과 수시 2차 특성화고 전형의 경쟁률은 어떻게 되나요?,"총 모집인원은 6명, 지원인원은 20명으로, 경쟁률은 3.3:1 이었습니다."
"공간정보빅데이터학과 수시 2차 특성화고 전형의 최고, 최저, 평균 성적은 어떻게 되나요?","최고 2.5, 최저 4.3 평균은 3.5 이었습니다."
공간정보빅데이터학과 수시 2차 특성화고 전형의 예비번호는 어디까지 빠졌나요?,5번까지 빠졌습니다.
공간정보빅데이터학과 수시 2차 농어촌 전형의 경쟁률은 어떻게 되나요?,"총 모집인원은 1명, 지원인원은 1명으로, 경쟁률은 1:1 이었습니다."
"공간정보빅데이터학과 수시 2차 농어촌 전형의 최고, 최저, 평균 성적은 어떻게 되나요?","모집인원이 1명이었기 때문에 최고, 최저, 평균 모두 5.4 이었습니다."
공간정보빅데이터학과 수시 2차 농어촌 전형의 예비번호는 어디까지 빠졌나요?,예비번호가 없었습니다.
공간정보빅데이터학과 수시 2차 수급자 전형의 경쟁률은 어떻게 되나요?,"총 모집인원은 1명, 지원인원은 3명으로, 경쟁률은 3:1 이었습니다."
"공간정보빅데이터학과 수시 2차 수급자 전형의 최고, 최저, 평균 성적은 어떻게 되나요?",공개된 데이터가 없습니다.
공간정보빅데이터학과 수시 2차 수급자 전형의 예비번호는 어디까지 빠졌나요?,공개된 데이터가 없습니다.
공간정보빅데이터학과 정시 전형의 경쟁률은 어떻게 되나요?,"총 모집인원은 7명, 지원인원은 90명으로, 경쟁률은 12.9:1 이었습니다."
"공간정보빅데이터학과 정시 전형의 최고, 최저, 평균 성적은 어떻게 되나요?","최고 173, 최저 106, 평균은 134 이었습니다."
공간정보빅데이터학과 정시 전형의 예비번호는 어디까지 빠졌나요?,44번까지 빠졌습니다.
공간정보빅데이터학과 정시 전형 농어촌 전형의 경쟁률은 어떻게 되나요?,"총 모집인원은 1명, 지원인원은 1명으로, 경쟁률은 1:1 이었습니다."
"공간정보빅데이터학과 정시 전형 농어촌 전형의 최고, 최저, 평균 성적은 어떻게 되나요?",공개된 데이터가 없습니다.
공간정보빅데이터학과 정시 전형 농어촌 전형의 예비번호는 어디까지 빠졌나요?,예비번호가 없었습니다.
공간정보빅데이터학과 정시 전형 수급자 전형의 경쟁률은 어떻게 되나요?,"총 모집인원은 1명, 지원인원은 3명으로, 경쟁률은 3:1 이었습니다."
"공간정보빅데이터학과 정시 전형 수급자 전형의 최고, 최저, 평균 성적은 어떻게 되나요?","모집인원이 1명이었기 때문에 최고, 최저, 평균 모두 90 이었습니다."
공간정보빅데이터학과 정시 전형 수급자 전형의 예비번호는 어디까지 빠졌나요?,예비번호가 없었습니다.
건축학과 수시 1차 일반고 전형의 경쟁률은 어떻게 되나요?,"총 모집인원은 40명, 지원인원은 285명으로, 경쟁률은 7.1:1 이었습니다."
"건축학과 수시 1차 일반고 전형의 최고, 최저, 평균 성적은 어떻게 되나요?","최고 3.5, 최저 5.1, 평균은 4.5 이었습니다."
건축학과 수시 1차 일반고 전형의 예비번호는 어디까지 빠졌나요?,95번까지 빠졌습니다.
건축학과 수시 1차 특성화고 전형의 경쟁률은 어떻게 되나요?,"총 모집인원은 10명, 지원인원은 83명으로, 경쟁률은 8.3:1 이었습니다."
"건축학과 수시 1차 특성화고 전형의 최고, 최저, 평균 성적은 어떻게 되나요?","최고 2.3, 최저 3.4, 평균은 2.8 이었습니다."
건축학과 수시 1차 특성화고 전형의 예비번호는 어디까지 빠졌나요?,35번까지 빠졌습니다.
건축학과 수시 2차 일반고 전형의 경쟁률은 어떻게 되나요?,"총 모집인원은 20명, 지원인원은 121명으로, 경쟁률은 6.1:1 이었습니다."
"건축학과 수시 2차 일반고 전형의 최고, 최저, 평균 성적은 어떻게 되나요?","최고 2.9, 최저 4.9, 평균은 4.3 이었습니다."
건축학과 수시 2차 일반고 전형의 예비번호는 어디까지 빠졌나요?,45번까지 빠졌습니다.
건축학과 수시 2차 특성화고 전형의 경쟁률은 어떻게 되나요?,"총 모집인원은 5명, 지원인원은 32명으로, 경쟁률은 6.4:1 이었습니다."
"건축학과 수시 2차 특성화고 전형의 최고, 최저, 평균 성적은 어떻게 되나요?","최고 1.5, 최저 2.5 평균은 2.1 이었습니다."
건축학과 수시 2차 특성화고 전형의 예비번호는 어디까지 빠졌나요?,5번까지 빠졌습니다.
건축학과 수시 2차 농어촌 전형의 경쟁률은 어떻게 되나요?,"총 모집인원은 1명, 지원인원은 2명으로, 경쟁률은 2:1 이었습니다."
"건축학과 수시 2차 농어촌 전형의 최고, 최저, 평균 성적은 어떻게 되나요?","모집인원이 1명이었기 때문에 최고, 최저, 평균 모두 6.9 이었습니다."
건축학과 수시 2차 농어촌 전형의 예비번호는 어디까지 빠졌나요?,예비번호가 없었습니다.
건축학과 수시 2차 수급자 전형의 경쟁률은 어떻게 되나요?,"총 모집인원은 2명, 지원인원은 8명으로, 경쟁률은 4:1 이었습니다."
"건축학과 수시 2차 수급자 전형의 최고, 최저, 평균 성적은 어떻게 되나요?","최고 3.4, 최저 4.0, 평균은 3.7 이었습니다."
건축학과 수시 2차 수급자 전형의 예비번호는 어디까지 빠졌나요?,2번까지 빠졌습니다.
건축학과 정시 전형의 경쟁률은 어떻게 되나요?,"총 모집인원은 9명, 지원인원은 166명으로, 경쟁률은 18.4:1 이었습니다."
"건축학과 정시 전형의 최고, 최저, 평균 성적은 어떻게 되나요?","최고 185, 최저 138, 평균은 148 이었습니다."
건축학과 정시 전형의 예비번호는 어디까지 빠졌나요?,27번까지 빠졌습니다.
건축학과 정시 전형 농어촌 전형의 경쟁률은 어떻게 되나요?,"총 모집인원은 1명, 지원인원은 3명으로, 경쟁률은 3:1 이었습니다."
"건축학과 정시 전형 농어촌 전형의 최고, 최저, 평균 성적은 어떻게 되나요?","모집인원이 1명이었기 때문에 최고, 최저, 평균 모두 116 이었습니다."
건축학과 정시 전형 농어촌 전형의 예비번호는 어디까지 빠졌나요?,예비번호가 없었습니다.
건축학과 정시 전형 수급자 전형의 경쟁률은 어떻게 되나요?,"총 모집인원은 1명, 지원인원은 5명으로, 경쟁률은 5:1 이었습니다."
"건축학과 정시 전형 수급자 전형의 최고, 최저, 평균 성적은 어떻게 되나요?","최고 66, 최저 54, 평균은 42 이었습니다."
건축학과 정시 전형 수급자 전형의 예비번호는 어디까지 빠졌나요?,공개된 데이터가 없습니다.
실내건축학과 수시 1차 일반고 전형의 경쟁률은 어떻게 되나요?,"총 모집인원은 38명, 지원인원은 274명으로, 경쟁률은 7.2:1 이었습니다."
"실내건축학과 수시 1차 일반고 전형의 최고, 최저, 평균 성적은 어떻게 되나요?","최고 3.1, 최저 5.0, 평균은 4.4 이었습니다."
실내건축학과 수시 1차 일반고 전형의 예비번호는 어디까지 빠졌나요?,103번까지 빠졌습니다.
실내건축학과 수시 1차 특성화고 전형의 경쟁률은 어떻게 되나요?,"총 모집인원은 16명, 지원인원은 134명으로, 경쟁률은 8.4:1 이었습니다."
"실내건축학과 수시 1차 특성화고 전형의 최고, 최저, 평균 성적은 어떻게 되나요?","최고 1.4, 최저 3.0, 평균은 2.7 이었습니다."
실내건축학과 수시 1차 특성화고 전형의 예비번호는 어디까지 빠졌나요?,21번까지 빠졌습니다.
실내건축학과 수시 2차 일반고 전형의 경쟁률은 어떻게 되나요?,"총 모집인원은 19명, 지원인원은 107명으로, 경쟁률은 5.6:1 이었습니다."
"실내건축학과 수시 2차 일반고 전형의 최고, 최저, 평균 성적은 어떻게 되나요?","최고 2.2, 최저 4.9, 평균은 4.2 이었습니다."
실내건축학과 수시 2차 일반고 전형의 예비번호는 어디까지 빠졌나요?,41번까지 빠졌습니다.
실내건축학과 수시 2차 특성화고 전형의 경쟁률은 어떻게 되나요?,"총 모집인원은 8명, 지원인원은 56명으로, 경쟁률은 7:1 이었습니다."
"실내건축학과 수시 2차 특성화고 전형의 최고, 최저, 평균 성적은 어떻게 되나요?","최고 2.3, 최저 2.9 평균은 2.6 이었습니다."
실내건축학과 수시 2차 특성화고 전형의 예비번호는 어디까지 빠졌나요?,4번까지 빠졌습니다.
실내건축학과 수시 2차 농어촌 전형의 경쟁률은 어떻게 되나요?,"총 모집인원은 1명, 지원인원은 3명으로, 경쟁률은 3:1 이었습니다."
"실내건축학과 수시 2차 농어촌 전형의 최고, 최저, 평균 성적은 어떻게 되나요?","모집인원이 1명이었기 때문에 최고, 최저, 평균 모두 5.4 이었습니다."
실내건축학과 수시 2차 농어촌 전형의 예비번호는 어디까지 빠졌나요?,예비번호가 없었습니다.
실내건축학과 수시 2차 수급자 전형의 경쟁률은 어떻게 되나요?,"총 모집인원은 2명, 지원인원은 16명으로, 경쟁률은 8:1 이었습니다."
"실내건축학과 수시 2차 수급자 전형의 최고, 최저, 평균 성적은 어떻게 되나요?","최고 3.3, 최저 4.9, 평균은 4.1 이었습니다."
실내건축학과 수시 2차 수급자 전형의 예비번호는 어디까지 빠졌나요?,4번까지 빠졌습니다.
실내건축학과 정시 전형의 경쟁률은 어떻게 되나요?,"총 모집인원은 9명, 지원인원은 131명으로, 경쟁률은 14.6:1 이었습니다."
"실내건축학과 정시 전형의 최고, 최저, 평균 성적은 어떻게 되나요?","최고 168, 최저 131, 평균은 147 이었습니다."
실내건축학과 정시 전형의 예비번호는 어디까지 빠졌나요?,40번까지 빠졌습니다.
실내건축학과 정시 전형 농어촌 전형의 경쟁률은 어떻게 되나요?,"총 모집인원은 1명, 지원인원은 3명으로, 경쟁률은 3:1 이었습니다."
"실내건축학과 정시 전형 농어촌 전형의 최고, 최저, 평균 성적은 어떻게 되나요?","최고 140, 최저 84, 평균은 112 이었습니다."
실내건축학과 정시 전형 농어촌 전형의 예비번호는 어디까지 빠졌나요?,2번까지 빠졌습니다.
실내건축학과 정시 전형 수급자 전형의 경쟁률은 어떻게 되나요?,"총 모집인원은 1명, 지원인원은 8명으로, 경쟁률은 8:1 이었습니다."
"실내건축학과 정시 전형 수급자 전형의 최고, 최저, 평균 성적은 어떻게 되나요?","최고 91, 최저 48, 평균은 69 이었습니다."
실내건축학과 정시 전형 수급자 전형의 예비번호는 어디까지 빠졌나요?,공개된 데이터가 없습니다.
화학생명공학과 수시 1차 일반고 전형의 경쟁률은 어떻게 되나요?,"총 모집인원은 63명, 지원인원은 346명으로, 경쟁률은 5.5:1 이었습니다."
"화학생명공학과 수시 1차 일반고 전형의 최고, 최저, 평균 성적은 어떻게 되나요?","최고 2.0, 최저 4.3, 평균은 3.4 이었습니다."
화학생명공학과 수시 1차 일반고 전형의 예비번호는 어디까지 빠졌나요?,128번까지 빠졌습니다.
화학생명공학과 수시 1차 특성화고 전형의 경쟁률은 어떻게 되나요?,"총 모집인원은 6명, 지원인원은 83명으로, 경쟁률은 13.8:1 이었습니다."
"화학생명공학과 수시 1차 특성화고 전형의 최고, 최저, 평균 성적은 어떻게 되나요?","최고 1.0, 최저 2.1, 평균은 1.6 이었습니다."
화학생명공학과 수시 1차 특성화고 전형의 예비번호는 어디까지 빠졌나요?,22번까지 빠졌습니다.
화학생명공학과 수시 2차 일반고 전형의 경쟁률은 어떻게 되나요?,"총 모집인원은 32명, 지원인원은 173명으로, 경쟁률은 5.4:1 이었습니다."
"화학생명공학과 수시 2차 일반고 전형의 최고, 최저, 평균 성적은 어떻게 되나요?","최고 1.3, 최저 3.9, 평균은 3.1 이었습니다."
화학생명공학과 수시 2차 일반고 전형의 예비번호는 어디까지 빠졌나요?,59번까지 빠졌습니다.
화학생명공학과 수시 2차 특성화고 전형의 경쟁률은 어떻게 되나요?,"총 모집인원은 3명, 지원인원은 37명으로, 경쟁률은 12.3:1 이었습니다."
"화학생명공학과 수시 2차 특성화고 전형의 최고, 최저, 평균 성적은 어떻게 되나요?","최고 1.6, 최저 1.8 평균은 1.9 이었습니다."
화학생명공학과 수시 2차 특성화고 전형의 예비번호는 어디까지 빠졌나요?,2번까지 빠졌습니다.
화학생명공학과 수시 2차 농어촌 전형의 경쟁률은 어떻게 되나요?,"총 모집인원은 1명, 지원인원은 4명으로, 경쟁률은 4:1 이었습니다."
"화학생명공학과 수시 2차 농어촌 전형의 최고, 최저, 평균 성적은 어떻게 되나요?","최고 2.3, 최저 2.5, 평균은 2.4 이었습니다."
화학생명공학과 수시 2차 농어촌 전형의 예비번호는 어디까지 빠졌나요?,1번까지 빠졌습니다.
화학생명공학과 수시 2차 수급자 전형의 경쟁률은 어떻게 되나요?,"총 모집인원은 3명, 지원인원은 9명으로, 경쟁률은 3:1 이었습니다."
